Serial Number,Title,Organisation,Closing Date,Link
81,[WELDING ELECTRODE HOLDER - 600 AMPS],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||346 - Factory Main Stores,15-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SJsP7mnyMaHmWJZ%2FXdp3NCw%3D%3D
82,"[1.ALPHACOUNT DILUENT 20 LTR, 2. ALPHACOUNT CLEANER 1 LTR, 3. ALPHACOUNT LYSE 500 ML, 4. OZOCLEAN 4 x 100 ML]",Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,09-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2BNpzNvRMwRJAboRakxSqlg%3D%3D
83,[BUPIVACAIN (0.5 PERCENT HEAVY) (4ML/AMP)],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,09-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SzVr7WLZjQA5sf3djL14WpA%3D%3D
84,[SACUBITROL 24 MG PLUS VALSARTAN 26 MG TABLET],Bharat Heavy Electricals Limited||HEEP-Haridwar||Medical,09-Sep-2025 03:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S5ObF%2Fz%2BUr72DldEzu7zX2Q%3D%3D
85,[Survey work for rail track alignment in proposed new facility creation for Vande Bharat Trainset],Bharat Heavy Electricals Limited||TP-Jhansi||MM-CDC||CMM - CLC||79 - Factory Civil Items,10-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SEx5F4I2mj%2BZRrdvI2rdE4w%3D%3D
86,[E4353043 INTERLOCK ARM],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier,09-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S75GKZaT48DLBQpx1FIKh4A%3D%3D
87,"[Supply, installation, testing, commissioning and maintenance of CCTV system for a period of 5 years on Financial Lease (Rental and Guarantee) followed by CAMC for 2 years (6th and 7th Year) basis in BHEL BAP Ranipet]",Bharat Heavy Electricals Limited||BAP - Ranipet||Purchase,13-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SXeS3P8%2FKUV22XGfZEEjHhw%3D%3D
88,[BHE/PW/SOX/PTRU/ SCAFFOLDING/196 ],Bharat Heavy Electricals Limited||PSWR,15-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SeqCpDlHhlEe8f%2F1DMawWXQ%3D%3D
89,[Enquiry for High Temperature Creep Extensometer],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,15-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3RuH7DWb1sZuYiwj33sjOQ%3D%3D
90,[SAFETY BELT],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||346 - Factory Main Stores,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SQP6J3QCQUsJ0HhsKVhFH5w%3D%3D
91,[Various types of BYPASS and PRV TUBE Machining for TOA valve Assy. ENVTA4605],Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/SUB-CONTRACTING,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SB3%2BAsbP8TdGhlHREy6FPIA%3D%3D
92,[ADMIRALTY BRASS U TUBES],Bharat Heavy Electricals Limited||HPEP - Hyderabad||HE and Fab||Common Section,15-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SiIgi6UZ2vqpDH8kiwjwl9A%3D%3D
93,[MACHINING OF ITEMS WITH BHEL MATERIAL ],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-EM,10-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S2fUB%2BvOJRyR4oPw4Rma5qA%3D%3D
94,[E1653077],Bharat Heavy Electricals Limited||HEP - Bhopal||Thermal||351 - Material MGT - Thermal,10-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SJ%2FWBnNY045FPhj2BMSxXlg%3D%3D
95,[ECU Test Rig for 2 KW LCS],Bharat Heavy Electricals Limited||HPVP - Vaizag,10-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfBNxm4JNhFhdU6jXc6G%2B8Q%3D%3D
96,[BORESIGHT CAMERA],Bharat Heavy Electricals Limited||HEEP-Haridwar||Defence,16-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoJ4B%2Bb3bXJtCujtM4SKTsg%3D%3D
97,"[E5953028, RATE CONTRACT FOR TA4502 7 TYPE INSULATION ITEMs]",Bharat Heavy Electricals Limited||HEP - Bhopal||Transportation||354 - Material MGT-Tract. Machines,09-Sep-2025 06:40 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SuuG4DO3HvrvHpoIboOLytg%3D%3D
98,[E-19250072],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||26 - Mechanical Components",11-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SRuN14umsxtB6SV%2Be9SdkBg%3D%3D
99,[Supply Electrical Accessories],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,11-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sc%2FNENzR8dgkofQex1Q3ymQ%3D%3D
100,[E6A1Y42463 ENQUIRY FOR PRESSURE GAGUES],Bharat Heavy Electricals Limited||HPEP - Hyderabad||HE and Fab,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=STTHI14QFJwuwAb89I9DG%2Bw%3D%3D
101,[Supply and Supervision of ETC of Circuit Breakers for PGCIL HVDC Nagpur project],Bharat Heavy Electricals Limited||TBG NOIDA||TBG - Material Management,16-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbK1Dxu%2FSmy0j%2BdsFncElcw%3D%3D
102,[BHE/PW/PUR/TLPRT-ENB-SHED/3155],Bharat Heavy Electricals Limited||PSWR||Purchase||PUR,11-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sz89XEBGxpb6ef%2F%2Bx5opxlg%3D%3D
103,[K6D1Y83156- Mill Motor Coupling and PGB Internals],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SN5FPZ7iRyop8kz0TFwQ0Yg%3D%3D
104,[FABRICATED SIDE TOP COVER TOP COVER COOLER HOUSING AND AIR INLET HOUSING ASSEMBLIES],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||342 - Ancilliary and Subcontracting,11-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SqSOQK%2FsAbrU2A3AnAazc%2BA%3D%3D
105,[E5153171- IM3601- STATOR AND ROTOR CLAMPING RING LASER CUT],Bharat Heavy Electricals Limited||HEP - Bhopal||Transportation||354 - Material MGT-Tract. Machines,10-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SXubYz%2BlHaguItjoPzznIoQ%3D%3D
106,[HYDRAULIC CYLINDER. etc..],Bharat Heavy Electricals Limited||HPEP - Hyderabad||Gas Turbine||Common Section,10-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SdwZWDL4tDwTlaqSBqg9fFw%3D%3D
107,"[BMG of Castings Steel, Bowl Mill, Supercritical and Stainless-Steel Castings]",Bharat Heavy Electricals Limited||CFFP - Haridwar||CFFP,11-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SosuDEwzVK1VTyApKpsAiFQ%3D%3D
108,[CTC Bending Tool],Bharat Heavy Electricals Limited||HEP - Bhopal||Transformer Capacitor Bushings||356 - Material MGT - Transf. Cap. and Bushg.,22-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sp9ozIfX8lxTwcqayB1hyZg%3D%3D
109,"[Transportation of consignments from BHEL Trichy and sub-vendor works located within 60km radius from BHEL Trichy to APL Raigarh, APL Raipur, NTPC Singrauli, MEL Mahan and NTPC Sipat Project Sites by engaging Long Bed Mechanical Vehicles]",Bharat Heavy Electricals Limited||BHEL Trichy||WORKS CONTRACTS MGMT,12-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S77CW5ylSaf2SEn0bUYtZhg%3D%3D
110,[Marking of Steel Castings],Bharat Heavy Electricals Limited||CFFP - Haridwar||CIVIL,12-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SIJBTve25ftifM%2Fu%2BYebuWA%3D%3D
111,[Oil Vacuum Filling Equipment],Bharat Heavy Electricals Limited||HEP - Bhopal||Transformer Capacitor Bushings||356 - Material MGT - Transf. Cap. and Bushg.,22-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SaJBGCg%2Bg0nXKbhSOiJIqUQ%3D%3D
112,[TILTING PAD THRUST BEARING],Bharat Heavy Electricals Limited||HPEP - Hyderabad||Gas Turbine||Common Section,10-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoCGaMe%2BmCqAGbFOd7i7osg%3D%3D
113,"[SUPPLY OF SPARE PARTS (WIRE ROPE) FOR 80MT CRAWLER CRANE, MAKE- FUSHUN, MODEL - QUY80B (M/C SL. NO.-1027) DEPLOYED AT BHEL-PSER 1X660MW SAGARDIGHI EXTN. PROJECT SITE, WEST BENGAL]",Bharat Heavy Electricals Limited||PSER||Purchase||PUR||PUR,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoCO6Lm%2B4e%2But6uz96PnKKg%3D%3D
114,[24250008 PROPELLER FAN ],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||23 - Valves, Castings - Forgings",12-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sif32%2B%2F0CVmbs5ZAq5P8Rng%3D%3D
115,[Couplers and Clamps for Hose Pressing Equipment],Bharat Heavy Electricals Limited||HEP - Bhopal||Transformer Capacitor Bushings||356 - Material MGT - Transf. Cap. and Bushg.,22-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2FfgnZORNNfyQpoPFXy3Xsg%3D%3D
116,[For entering in to Rate Contract for supply of Wooden Packing Boxes ],Bharat Heavy Electricals Limited||FSIP- Jagdishpur||MATERIALS MANAGEMENT||PURCHASE,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3nI89fbxhvVaWknV%2F20WHQ%3D%3D
117,"[STG and Aux, Boiler and Aux, Power Cycle Piping, ESP and Aux, CW Piping, LP Piping (including Common System LP Piping), Raw Water/Yard Piping, DG Sets and FDPS, including common areas of 2x800 MW DVC Koderma TPP STAGE-II]",Bharat Heavy Electricals Limited||Central Procurement Cell,17-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sw7T8veF1HpuyyKm%2Bz5CBkg%3D%3D
118,[Complete Machining of LP inner casing with BHEL material],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-Turbine,12-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SA3vXV9gHPeOoXPIb7e0u4A%3D%3D
119,[Rate contract for tiling and internal painting of township quarters including toilet renovation],Bharat Heavy Electricals Limited||CORPORATE R and D,11-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=StHD2RrYCQL2%2BBukeU8herA%3D%3D
120,[Hydraulic Pulling Cylinders],Bharat Heavy Electricals Limited||HEP - Bhopal||Transformer Capacitor Bushings||356 - Material MGT - Transf. Cap. and Bushg.,22-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S5dR3k8vvWTmgh7SvNY8RLw%3D%3D
121,[LOWER SCREW FEEDER],Bharat Heavy Electricals Limited||HEEP-Haridwar||Defence,11-Sep-2025 02:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SAo%2FxH1C81cqsGB2hWuoTXQ%3D%3D
122,[Rate contract of DA0659557835 2 LED BACKLIT MONITOR   DA0659557827 22 LED BACKLIT MONITOR AND DA0659558645 32 LED BACKLIT MONITOR],Bharat Heavy Electricals Limited||EDN - Bangalore,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SSDFICxGOOY1GGl7QMjcN2Q%3D%3D
123,[P6A1Y43140--ELECTRICAL HAND TOOLS ],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SnAtXJjaaPlALx28fiDpA4g%3D%3D
124,[Supply and Supervision of Testing of Current Transformers for PGCIL HVDC-Nagpur project],Bharat Heavy Electricals Limited||TBG NOIDA||TBG - Material Management,19-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S9lkL8%2Bx%2BR8pYrUOI%2Butx2A%3D%3D
125,[E4353039],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier||357 - Material MGT - Swgr. Contgr. and Rectr.,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SaQZAkuB91LD5fGDsMue%2FbQ%3D%3D
126,"[Rate contract for Electrical concealed wiring including all necessary wall chipping, fitment of all necessary switchgears and accessories and civil works]",Bharat Heavy Electricals Limited||CORPORATE R and D||CWC,12-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S5cmlwzuVD8EMyjJvsbIHiA%3D%3D
127,[Supply of seamless pipes UNS N07740 ],Bharat Heavy Electricals Limited||BHEL Trichy||MM/RM,24-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbuO%2Fb7gd6%2FC2nflPSq2X8Q%3D%3D
128,[Spares for XRD Equipment],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,12-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SuIJc0vrpYSdBPneJDO9AzQ%3D%3D
129,[C7A1Y66304_Control Cables KCIL],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SUp34Nj9Y5GTvYV7jmbN0UA%3D%3D
130,[C7A1Y66309_Signal Cables KCIL],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFZZpiMjvf04dWs0ScOGFvw%3D%3D
131,"[MSPGCL 1X660 MW- Customer training program at siemens, Gurgaon (India) works for 1 batch -6 person]",Bharat Heavy Electricals Limited||HEEP-Haridwar||WEX-WCS,15-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SBAf4DJOsDCLoIQ%2Bus2TcLw%3D%3D
132,[Repair of Worn Out / Damaged Mould Boxes.],Bharat Heavy Electricals Limited||CFFP - Haridwar||CFFP,13-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S56RRKf3DOa1rrbMrLbWe5Q%3D%3D
133,[ANGE000062],Bharat Heavy Electricals Limited||EDN - Bangalore,11-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S47pw74sQaLCwjvFDz5Ypfg%3D%3D
134,[ANGE000064],Bharat Heavy Electricals Limited||EDN - Bangalore,11-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SJIqqM%2BN%2BDqdUZNeVmANEkA%3D%3D
135,[POWER SUPPLY MODULE],Bharat Heavy Electricals Limited||HEEP-Haridwar||Defence,12-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sfn%2BTg5fARn%2BGFNl%2FUIywog%3D%3D
136,[AMC FOR SMT PICK PLACE M/cs of SAProdn Make JUKI JAPAN Model KE 2080L Qty 3 Nos KE 2010L KE2020L  KE2060L  Qty - 1 No each ],Bharat Heavy Electricals Limited||EDN - Bangalore,13-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S2eOXFumKB1EPDmBLxLrdYQ%3D%3D
137,[FF/SC/P25028/202501301],Bharat Heavy Electricals Limited||CFFP - Haridwar||SUB CONTRACTING,19-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SBg6SylHUJ5wq0aZAGsMaQA%3D%3D
138,[CWP SHAFT KODERMA AND SINGRAULI],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SmausMRWOCQBtgFsVpmeCDw%3D%3D
139,[2 x 800 MW DVC KODERMA STPP PHASE-II- Compressed Air System],Bharat Heavy Electricals Limited||PEM - Noida||Core Material Management||Common||BOP,12-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SgaJWRXQ22HkQR1Bop8xpiA%3D%3D
140,[ANGE000065],Bharat Heavy Electricals Limited||EDN - Bangalore,11-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SnwYHXhB86Uy83LhJORqvvg%3D%3D
141,[Supply of seamless pipes UNS N06617],Bharat Heavy Electricals Limited||BHEL Trichy||MM/RM,24-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZlhbqxn9MluUGvRGZpaVzQ%3D%3D
142,[Laying of 250 MM Sewer Line for DABG Expansion Project Phase-III at BHEL-Haridwar],Bharat Heavy Electricals Limited||HEEP-Haridwar||WEX-WCS,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sk1w0Zxvs7i4RreuF4o4dbQ%3D%3D
143,[E-19250047],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||26 - Mechanical Components",15-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SIeFoguIUoBIULWz1sEZ3dw%3D%3D
144,[BHE/PW/PUR/NTPRT-LS CONSULTANCY/3154],Bharat Heavy Electricals Limited||PSWR||Purchase||PUR,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SMFuvP%2Fr5%2BziOOkZZkZwoeA%3D%3D
145,[P6A1Y43057 -EXTRA LONG DRILL AND TREPANNING CUTTER],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SccFMfUs1ydpC1v%2B7Enm16g%3D%3D
146,[CKGE001407],Bharat Heavy Electricals Limited||EDN - Bangalore||SAAS,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SymPFBJ2C9rMiCpalvgUhcQ%3D%3D
147,[BI METALIC TERMINAL CONNECTOR FOR OIP BUSHING FOR TWIN ACSR MOOSE CONDUCTOR TO DRG 34993050007 REV04 TO STYLE JS9006280380 ],"Bharat Heavy Electricals Limited||TP-Jhansi||TRANSFORMER,WEX -  MOD.||Transformer Material Management||25 - Rubber - Plastic  Based Components.",12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3gSfrENi7ccYnHp%2Fk%2FoBuQ%3D%3D
148,[SUPPLY OF MISC PUMP HORIZONTAL AND VERTICAL FOR NTPC LARA STPS STAGE-II AND NTPC SINGRAULI TPP],Bharat Heavy Electricals Limited||PEM - Noida||Project Group,15-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SGWMWd0ZQV2N0TdfbBWzduQ%3D%3D
149,[Fabrication of Stator Frame],Bharat Heavy Electricals Limited||PEM - Noida,13-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SppoN5bYn3cSl2HCtZ61%2Fyg%3D%3D
150,[Various types of GLAND BUSH Machining for TOA valve Assy FAVTA4612.],Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/SUB-CONTRACTING,13-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SXoAvQyE%2F6BpCIm9tqw52Vg%3D%3D
151,[Supply of Manpower for Mechanical works in Steam Turbine Test Plant for 2025-26],Bharat Heavy Electricals Limited||HPEP - Hyderabad||CMM||Common Section,10-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYRJKM4rViHTPzHs%2BvK6%2Fyw%3D%3D
152,"[Misc Civil works for VIP rooms at Trishul Guest House in BHEL Township, Haridwar]",Bharat Heavy Electricals Limited||HEEP-Haridwar||WEX-WCS,15-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SVrpOdn1d2qcO11Stkux6Pg%3D%3D
153,[Blade Vibration Monitoring system],Bharat Heavy Electricals Limited||HEEP-Haridwar,13-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SHVkSiLP47e56xj1rAUZ%2BEA%3D%3D
154,[SUPPLY OF GOLIMUMAB SOLUTION],Bharat Heavy Electricals Limited||BHEL Trichy||HUMAN RESOURCE MANAGEMENT,13-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S67MD1Gsd7d%2F44asD0RSqow%3D%3D
155,[Supply of Fasteners GVFST1],Bharat Heavy Electricals Limited||IVP - GOINDWAL||MATERIAL MANAGEMENT||IVP MM,13-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SaqZOcMkOz2BaOimMNoU%2Ftg%3D%3D
156,[SUPPLY OF JAKOB COMPRESSION SPRINGS],Bharat Heavy Electricals Limited||HPEP - Hyderabad||CMM,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SRJ4ffC2A2%2FsGnAO%2Fl5ZgyA%3D%3D
157,[TAB DAPAMAC 10],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,13-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SETQXc2TJ3XcqCqQUD4mG0A%3D%3D
158,[FF/SC/25081/202501751],Bharat Heavy Electricals Limited||CFFP - Haridwar||SUB CONTRACTING,15-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Spl7MbhwxNMfyfMNNE8HWEg%3D%3D
